home_office,deal_status,name,created,country,industry,custom_keywords,modified,fund,drive_url,company_name,key,drive_id,document_type,deal_team
Rio de Janeiro,Nearly Completed Deal,CIA DO TERNO.pdf,2014-05-27T17:08:56.365960,Brazil,Consumer Products,"Suit,Manufacturing,Tie",2019-02-22T08:09:18.470671,Brazil,,Cia do Terno,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OLypwsM,id:6367916819742720",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Thomaz Horta,Elaine Aparecida Salvador"
Miami,Early Pass,CIM (9-4-2014).pdf,2016-03-03T22:13:59.818990,U.S.,Consumer Products,"Alligator,Crocodile,Leather,Farm,Luxury",2019-02-22T08:08:14.154387,LBO,,Glass Enterprises,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9xAkM,id:5367727988408320",,Intermediary CIM,"Rick Rosen,Roman Krislav,Parashar Ranade,Regan Li"
Hamburg,Early Pass,CIM_HOME_May 2011_HIG Capital.pdf,2016-03-03T22:19:01.115350,Germany,Manufacturing,"Hospital beds,Succession issue,institutional care,domestic care",2019-02-22T08:09:00.127998,Europe,,Volker,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLrG4QoM,id:6058530796732416",,Intermediary CIM,"Wolfgang Biedermann,Johannes Natterer"
Madrid,Closed / Unrealized,ClÃ­nica del Pilar 20130916.pdf,2014-06-03T17:01:03.807850,Spain,Healthcare,Hospital,2019-02-22T08:07:27.334480,Europe,,Clinica del Pilar,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoPGXjQgM,id:4561594906312704",,Investment Committee Decks (Internal),"Jaime Bergel,Leopoldo Reano,Jose Maria de Leon"
Miami,Active,Claymont IC Deck_2.20.2014.pdf,2014-05-27T14:12:22.715490,U.S.,Manufacturing,"Steel,Metal",2019-02-22T08:08:15.455063,LBO,,Claymont Steel ,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-cyQkM,id:5388581665243136",,Investment Committee Decks (Internal),"Jeff Zanarini,Camilo Horvilleur,Gaurav Golechha,Dilshat Erkin"
Miami,Closed / Unrealized,CNSI Diligence Deck 3-2-14 vFinal3.pdf,2014-05-19T19:38:23.820330,U.S.,Technology,"Claims processing,Medicaid management Information System,Healthcare IT,Government contracts",2019-02-22T08:09:35.163875,WhiteHorse,,"Client Network Services, Inc. (CNSI)","kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MG1-QsM,id:6726451831242752",,Investment Committee Decks (Internal),"Javier Casillas,Alexey Sosnovskiy,Michael Weiss"
Miami,Closed / Unrealized,Cocona Deal Summary_10-1-12_v07.pdf,2014-05-27T14:12:32.425830,U.S.,Consumer Products,"Fabric,Performance sportswear,clothing,yarn,ingredient technology",2019-02-22T08:08:51.506025,Growth Equity,,Cocona,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgJ6HvwoM,id:5906825035644928",,Investment Committee Decks (Internal),"Craig Burson,Michael McQuigg,John Morley"
Miami,Closed / Unrealized,Cocona_Investment Update_11 5 12_Final.pdf,2014-05-27T14:12:43.364670,U.S.,Consumer Products,"Fabric,Performance sportswear,clothing,yarn,ingredient technology",2019-02-22T08:07:45.145492,Growth Equity,,Cocona,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNnr1QgM,id:4881134097793024",,Investment Committee Decks (Internal),"Craig Burson,Michael McQuigg,John Morley"
Miami,Closed / Realized,COFER LOI.pdf,2015-02-02T16:56:38.551840,U.S.,Technology,,2019-02-22T08:09:12.367879,LBO,,On Q Technologies,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-ckQsM,id:6268190967463936",,Executed Legal Docs,John Black
Miami,Early Pass,Cogent-HMG Introduction (04 15 13)_vCommittee.pdf,2014-05-28T14:27:42.843430,U.S.,Healthcare,"Hospitalist,Hospital,Medicine,Doctor",2019-02-22T08:08:48.704372,Bayside,,Cogent-HMG,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-csQoM,id:5845978502397952",,Investment Committee Decks (Internal),"Adam Schimel,Seth Goldberg"
Madrid,Closed / Unrealized,Coindu 20130506.pdf,2014-05-27T16:10:09.596750,Spain,Automotive,"seat,car,vehicle,components",2019-02-22T08:09:15.315930,Europe,,Coindu,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK_hmQsM,id:6305746161500160",,Investment Committee Decks (Internal),"Jaime Bergel,Leopoldo Reano,Jose Maria de Leon"
Miami,Nearly Completed Deal,Comark Inv Comm Deck Addendum.pdf,2014-05-27T16:10:23.099060,U.S.,Consumer Products,"Retail, Apparel,Canada",2019-02-22T08:09:04.853908,Middle Market,,Comark,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMya9woM,id:6153780957544448",,Investment Committee Decks (Internal),"Tim Armstrong,Joe Zulli"
Miami,Nearly Completed Deal,Comark Inv Comm Deck.pdf,2014-05-27T16:10:33.584190,U.S.,Consumer Products,"Retail, Apparel,Canada",2019-02-22T08:07:49.702129,Middle Market,,Comark,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLR6ggM,id:4972606432215040",,Investment Committee Decks (Internal),"Tim Armstrong,Joe Zulli"
Miami,Nearly Completed Deal,Comark Inv Comm Deck_Target.pdf,2014-05-27T16:30:45.713840,U.S.,Consumer Products,"Retail, Apparel,Canada",2019-02-22T08:07:56.405785,Middle Market,,Comark,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-GiAkM,id:5101952727777280",,Investment Committee Decks (Internal),"Tim Armstrong,Joe Zulli"
Hamburg,Early Pass,Commarco_ MD Presentation (09Feb2010)_vFINAL.pdf,2014-05-23T13:25:43.326710,Germany,Business Services,"Advertising,Marketing services,Agency,Walking assets",2019-02-22T08:09:30.561728,Europe,,Commarco,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgJ6H3wsM,id:6610512477421568",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Christian Kraul-von Renner,Klaas Reineke"
Miami,Closed / Unrealized,Comverge Original IC Deck.pdf,2014-05-27T16:10:56.345510,U.S.,Energy Services,"Energy,Electric Services,Demand Response,Energy Technology",2019-02-22T08:08:46.157897,Middle Market,,Comverge,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OLypwoM,id:5804966866321408",,Investment Committee Decks (Internal),"Brian Schwartz,Fraser Preston,Joe Zulli"
Miami,Closed / Realized,Conix IC Deck September 2010.pdf,2014-05-20T20:29:03.150420,U.S.,Building Products,"Real Estate,Residential,REO",2019-02-22T08:08:24.934326,Bayside,,Conix,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN2R9QkM,id:5581730102640640",,Investment Committee Decks (Internal),"Lewis Schoenwetter,Javier Casillas,Brett Craig,Matt Dunnigan"
Hamburg,Early Pass,Cosmofon_20090107 final.pdf,2014-05-23T12:55:40.902940,Germany,Technology,"Telecommunication,Macedonia,Mobile operator,Carve-out",2019-02-22T08:08:03.920323,Europe,,Cosmofon,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRmgkM,id:5183712664748032",,Investment Committee Decks (Internal),Wolfgang Biedermann
Miami,Nearly Completed Deal,Cossette Opportunity Review - November 2009.pdf,2014-06-02T15:45:55.272900,U.S.,Business Services,"Advertising,Agency,Canada,Mill,Public",2019-02-22T08:08:18.473844,Middle Market,,Cossette,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMje1QkM,id:5443632811212800",,Investment Committee Decks (Internal),"Chris Laitala,Fraser Preston,Brian McMullen,Matt Wilson"
Rio de Janeiro,Nearly Completed Deal,CTC_v8.pdf,2014-05-27T17:09:04.221310,Brazil,Food - Beverage,Casual Dining,2019-02-22T08:07:29.718065,Brazil,,CTC,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhmAgM,id:4612503287889920",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Rodrigo Azevedo"
London,Nearly Completed Deal,Czewo MD Presentation 270502008 Final.pdf,2014-05-23T12:56:51.021170,U.K.,Manufacturing,"Contract manufacturer,Aerosols,Liquids,Filler,Cosmetics",2019-02-22T08:08:41.726583,Europe,,Czewo,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLmpmQoM,id:5740874747084800",,Investment Committee Decks (Internal),"Matthias Allgaier,Thomas Scriven,Oliver Wurtenberger"
Madrid,Closed / Unrealized,Dante 20130925.pdf,2014-05-27T16:11:04.009620,Spain,Business Services,"debt,loan,servicing,non-performing-loan,Banco Popular",2019-02-22T08:09:09.989257,Europe,,Dante (Banco Popular),"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JC-iQsM,id:6234166706307072",,Intermediary CIM,"Jaime Bergel,Leopoldo Reano,Borja de Parias,Carmen de la Mora"
San Francisco,Closed / Unrealized,DCWV Update Presentation 01.18.12.v3.pdf,2014-05-28T14:27:52.306390,U.S.,Consumer Products,"Paper Crafting,Home Dï¿½cor,Jewelry",2019-02-22T08:08:54.318561,LBO,,Die Cuts With a View,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRygoM,id:5957768850702336",,Investment Committee Decks (Internal),"Elliot Maluth,Neil Tuch,Kevin Van Culin,Wenjia Zhu"
San Francisco,Closed / Unrealized,DCWV Update Presentation MIA vFinal v2.pdf,2014-05-28T14:28:01.055800,U.S.,Consumer Products,"Paper Crafting,Home Dï¿½cor,Jewelry",2019-02-22T08:08:17.123837,LBO,,Die Cuts With a View,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvBzgkM,id:5411837973626880",,Investment Committee Decks (Internal),"Elliot Maluth,Neil Tuch,Kevin Van Culin,Wenjia Zhu"
Rio de Janeiro,Nearly Completed Deal,DD initial findings_vf.pdf,2014-05-27T17:09:12.744670,Brazil,Manufacturing,"Waste,Recycling,Waste management,Landfill,PET bottles",2019-02-22T08:09:09.504615,Brazil,,Repram,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhiAsM,id:6230984403976192",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Thomaz Horta,Andre Britto"
Miami,Closed / Unrealized,DDC.Presentation.v15.pdf,2014-05-20T20:12:55.380620,U.S.,Aerospace - Defense,"Defense Electronics,Databus,Motion Control,Power Control,Fiber Channel",2019-02-22T08:07:37.461067,WhiteHorse,,ILC Holdings (Data Device),"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvatwgM,id:4748591943909376",,Investment Committee Decks (Internal),"Javier Casillas,Josh Weinstein,Akash Kumar"
Rio de Janeiro,Nearly Completed Deal,Dealer Net_PDM.PDF,2014-06-02T15:46:04.925390,Brazil,Technology,"ERP,Car Dealer,DMS,Dealer Management System",2019-02-22T08:09:29.026276,Brazil,,Dealer Net,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMi02QsM,id:6585681795088384",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Thomaz Horta,Elaine Aparecida Salvador"
Miami,Closed / Unrealized,Debt Collection Industry Research.pdf,2014-05-21T21:07:43.365150,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:08:43.265910,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoOj0nAoM,id:5756658550571008",,Consultant Study / Industry Reports,"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Chicago,Closed / Unrealized,Deck for Committee (Final).pdf,2014-06-02T15:46:15.465820,U.S.,Healthcare,"Wound Care,Part B,DME,Medicare,Collagen",2019-02-22T08:08:23.659424,WhiteHorse,,Advanced Tissue,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLR6gkM,id:5535556385636352",,Investment Committee Decks (Internal),"Javier Casillas,John Yeager,Kyle McAndrews"
San Francisco,Active,Dent Wizard - 8.23.2010 Partner Deck.pdf,2014-05-19T19:20:04.532390,U.S.,Business Services,"Carveout,Automotive,AutoReconditioning,Car Services,Hail",2019-02-22T08:08:23.829859,Middle Market,,Dent Wizard,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKA6wkM,id:5537167065481216",,Investment Committee Decks (Internal),"Fraser Preston,Robert Jang,Adam Cole"
San Francisco,Active,Dent Wizard - 9.20.2010 Partner Deck.pdf,2014-05-19T19:20:13.893620,U.S.,Business Services,"Carveout,Automotive,AutoReconditioning,Car Services,Hail",2019-02-22T08:09:24.913269,Middle Market,,Dent Wizard,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhyAsM,id:6512459380686848",,Investment Committee Decks (Internal),"Fraser Preston,Robert Jang,Adam Cole"
New York,Closed / Unrealized,DirectBuy IC Presentation June 2011.pdf,2014-05-20T20:28:54.148050,U.S.,Consumer Products,"Remodeling,Residential,Building Products,Furniture",2019-02-22T08:09:26.876407,Bayside,,DirectBuy,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiq1AsM,id:6563347965149184",,Investment Committee Decks (Internal),"David Robbins,Sean britain,Brett Craig,Steve Raymond"
Chicago,Closed / Unrealized,Distribution International Overview v06 18 2013 pg.pdf,2014-06-02T15:46:37.169050,U.S.,Distribution,"Insulation,Industrial,Pipe,Distribution",2019-02-22T08:08:06.530382,WhiteHorse,,Distribution International,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiqpAkM,id:5226341825773568",,Investment Committee Decks (Internal),"Pankaj Gupta,John Yeager,William Billingotn"
Boston,Active,Dolan First Committee (05 20 13).pdf,2014-05-27T14:27:53.053210,U.S.,Business Services,"eDiscovery,Newspapers,Publishing,Legal,Carve-out",2019-02-22T08:08:49.012921,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoKiHtAoM,id:5858449275486208",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer,Lucas Rogers"
Boston,Active,Dolan Investment Update (Jan 2014).pdf,2014-05-27T14:28:01.240230,U.S.,Business Services,"eDiscovery,Newspapers,Publishing,Legal,Carve-out",2019-02-22T08:08:08.417068,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRqgkM,id:5254081408925696",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer,Lucas Rogers"
Miami,Some Progress To Close,Dolan Second Committee (06.03.13).pdf,2014-05-27T16:46:12.032810,U.S.,Business Services,"eDiscovery,Legal Services,Newspaper Publications,Appellate Services,Litigation",2019-02-22T08:08:45.860145,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9pAoM,id:5789940453474304",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer"
Boston,Active,Dolan Second Committee (06.03.13).pdf,2014-05-27T14:28:09.845780,U.S.,Business Services,"eDiscovery,Newspapers,Publishing,Legal,Carve-out",2019-02-22T08:08:45.363890,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLrGoQoM,id:5777055820021760",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer,Lucas Rogers"
Boston,Active,Dolan Third Committee (06.24.13).pdf,2014-05-27T14:28:17.505670,U.S.,Business Services,"eDiscovery,Newspapers,Publishing,Legal,Carve-out",2019-02-22T08:08:59.515976,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLrc3woM,id:6050490617954304",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer,Lucas Rogers"
Boston,Active,Dolan Update November 2013.pdf,2014-05-27T14:28:25.829310,U.S.,Business Services,"eDiscovery,Newspapers,Publishing,Legal,Carve-out",2019-02-22T08:08:24.751226,Bayside,,The Dolan Company,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoKiH9AkM,id:5576974298775552",,Investment Committee Decks (Internal),"Jackson Craig,Sean Britain,Ryan Lissauer,Lucas Rogers"
Rio de Janeiro,Nearly Completed Deal,Dot Lib_PDM_v9.pdf,2014-06-02T15:46:56.201710,Brazil,Education,"Digital content,eBooks,Learning,Academic journals,Graduate content",2019-02-22T08:07:47.377251,Brazil,,Dot.Lib,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzQ2wgM,id:4906591174262784",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Rodrigo Feitosa,Andre Britto"
Rio de Janeiro,Nearly Completed Deal,Dot Lib_PDM_v9.pdf,2014-05-27T17:09:20.682860,Brazil,Education,"Digital content,eBooks,Learning,Academic journals,Graduate content",2019-02-22T08:09:01.471802,Brazil,,Dot.Lib,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzM5goM,id:6080732153774080",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Rodrigo Feitosa,Andre Britto"
Boston,Active,DriversEd Investment Summary - 03 11 13.pdf,2014-05-20T20:28:42.039830,U.S.,Education,"Driver Education,Drivers Ed,Education,Driving",2019-02-22T08:08:10.527714,Growth Equity,,Interactive Solutions,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNnrtQkM,id:5303346562859008",,Investment Committee Decks (Internal),"Fred Sturgis,Steve Loose,Benjamin Kahn,Kevin LaHatte,Eric Shields"
London,Closed / Realized,DSD Final.pdf,2014-05-27T14:28:35.011520,U.K.,Business Services,Recycling,2019-02-22T08:07:33.361933,Europe,,DSD,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhqAgM,id:4682872032067584",,Investment Committee Decks (Internal),"Matthias Allgaier,Thomas Scriven"
London,Closed / Realized,DSD Final.pdf,2014-05-15T18:17:11.716100,U.K.,Business Services,Recycling,2019-02-22T08:08:56.682238,Europe,,DSD,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLnH1QoM,id:6005788329902080",,Investment Committee Decks (Internal),"Matthias Allgaier,Thomas Scriven"
Rio de Janeiro,Closed / Unrealized,Due Diligence Report_Creme Mel.pdf,2014-05-27T17:09:32.813920,Brazil,Food - Beverage,"Ince Cream,Food,Refrigeration",2019-02-22T08:08:41.962897,Brazil,,Creme Mel,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMi0mQoM,id:5741256864956416",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Elaine Aparecida Salvador"
Miami,Closed / Realized,DynaSteel- June Partner Presentation v6-30-2008.pdf,2014-05-27T16:35:40.997740,U.S.,Infrastructure - Contracting,"CAIR,construction,air handling,coal",2019-02-22T08:08:44.098394,LBO,,DynaSteel,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoInsnQoM,id:5760756217806848",,Investment Committee Decks (Internal),"Ricky Stokes,Jon Fox"
Miami,Closed / Realized,Dynasteel Lender Presentation_June 2008.pdf,2014-05-27T16:36:03.529840,U.S.,Infrastructure - Contracting,"CAIR,construction,air handling,coal",2019-02-22T08:08:05.038985,LBO,,DynaSteel,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMiTnQkM,id:5194765226213376",,Intermediary CIM,"Ricky Stokes,Jon Fox"
New York,Closed / Unrealized,DynCorp Overview 10.12 final.pdf,2014-05-20T20:28:33.500820,U.S.,Aerospace - Defense,"Defense,Government,Contracting,Military",2019-02-22T08:09:20.664983,Bayside,,DynCorp,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLzVswsM,id:6419686543589376",,Investment Committee Decks (Internal),"David Robbins,Seth Goldberg,Chad Ellis"
Miami,Closed / Unrealized,Eagle Ford Aggregate Market Study v15 20130726.pdf,2014-05-27T16:11:13.436800,U.S.,Building Products,"Oil & Gas,Eagle Ford,Aggregates",2019-02-22T08:07:35.957027,LBO,,Harrison Gypsum,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoPGXtQgM,id:4737516766756864",,Consultant Study / Industry Reports,"Rick Rosen,Keval Patel,Ryan Kaplan,Jesse Greenberg"
Miami,Closed / Unrealized,Easy Gardener Bank Book (02.2013).pdf,2014-05-29T20:10:45.985130,U.S.,Consumer Products,"Building Products,Gardening,Retail,Landscape Products,Fertilizer",2019-02-22T08:08:13.896873,LBO,,EasyGardener,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MGrxAkM,id:5367111861927936",,Lender/Management Presentation,"Jonathan I. Fox,Gary Gluzberg"
Miami,Nearly Completed Deal,Easyhome IC Deck April 2012.pdf,2014-05-20T20:28:21.174950,U.S.,Consumer Products,"Leasing,Home Products,Furniture",2019-02-22T08:08:17.721653,Bayside,,Easyhome,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoKiH1AkM,id:5436236810420224",,Investment Committee Decks (Internal),"Javier Casillas,Brett Craig,Brandon Pinderhughes"
Hamburg,Early Pass,Edscha Opportunity Overview 30062009 Final.pdf,2014-05-23T12:56:15.881560,Germany,Automotive,"Convertible roof systems,Soft top,Hard top,State-guarantee,Carve-out",2019-02-22T08:09:02.268489,Europe,,Edscha,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLR6goM,id:6098506339057664",,Investment Committee Decks (Internal),"Jens Alsleben,Zoltan Bognar,Johannes Natterer"
Hamburg,Early Pass,Edscha_Group_IM HIG.pdf,2016-03-03T22:26:09.053600,Germany,Automotive,"Convertible roof systems,Soft top,Hard top,State-guarantee,carve-Out",2019-02-22T08:08:33.802278,Europe,,Edscha,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-_jAoM,id:5684453372329984",,Intermediary CIM,"Jens Asleben,Zoltan Bognar,Johannes Natterer"
Miami,Closed / Unrealized,EGP Lender Presentation (2012-12-10).pdf,2014-06-02T15:47:07.020440,U.S.,Consumer Products,"Building Products,Gardening,Retail,Landscape Products,Fertilizer",2019-02-22T08:08:13.482746,LBO,,EasyGardener,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLrGwQkM,id:5354843354955776",,Lender/Management Presentation,"Jonathan I. Fox,Gary Gluzberg"
Boston,Some Progress to Close,EL April FivePager_vFinal.pdf,2014-05-27T14:10:04.640350,U.S.,Education,"K-12,Supplemental Education Services (SES),Education,Online Tour,Title 1",2019-02-22T08:08:00.966070,Growth Equity,,Extreme Learning,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN2RlQkM,id:5159517637574656",,Investment Committee Decks (Internal),"Steve Loose,Ben Kahn,Daniel Gedney"
